PriceRange,ReleaseYear,Camera,AvailableColors,Ram_GB,NetworkSupport,BluetoothVersion,Rom_GB,BatteryCapacity,VideoRes,NumOfSensors,FastCharging,WR_version,OTG,USB_Version,TypeC,NFC,Display,Protection,Chipset,Processor,GPU,Fingerprint,FaceLock
3,2019,20,3,8,3,5,64,4000,1080,5,27,0,1,2,1,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 855 (7 nm),"Octa core, up to 2.84 GHz",Adreno 640,1,1
2,2018,20,4,6,3,5,64,4000,1080,6,18,0,1,2,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 845 (10 nm),"Octa core, up to 2.0 GHz",Adreno 612,1,1
1,2018,5,3,4,3,5,32,4000,1080,6,10,0,1,2,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 625 (14 nm),"Octa-core, 2.0 GHz",Adreno 506,1,1
1,2018,20,5,4,3,5,64,3000,1080,6,18,0,1,2,0,0,LTPS IPS LCD Touchscreen,1,Qualcomm Snapdragon 660 (14 nm),"Octa-core, up to 2.2 GHz",Adreno 512,1,1
1,2018,20,2,4,3,5,32,4000,1080,7,10,0,1,2,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 636 (14 nm),"Octa-core, 1.8 GHz",Adreno 509,1,1
1,2018,16,3,4,3,4.2,32,3080,1080,5,10,0,1,2,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 625 (14 nm),"Octa-core, 2.0 GHz",Adreno 506,1,1
0,2018,5,3,2,3,4.2,16,3000,0,3,0,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8320,0,1
1,2018,5,3,3,3,4.2,32,3000,0,4,0,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
2,2021,16,3,8,4,5.1,128,5000,1080,5,65,0,1,2,1,1,AMOLED Touchscreen,1,Qualcomm Snapdragon 870 5G (7 nm),"Octa core, up to 3.2 GHz",Adreno 650,1,1
1,2021,5,2,4,3,4.2,64,5000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,UniSOC T610 (12 nm),"Octa core, up to 1.6 GHz",IMG8322,0,1
1,2021,8,2,4,3,5,64,5000,720,4,18,0,1,2,0,0,IPS LCD Touchscreen,0,Unisoc T610 (12 nm),"Octa core, up to 1.8 GHz",Mali-G52,1,1
1,2021,5,2,4,3,5,32,5000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,Unisoc T610 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52,1,1
0,2021,5,2,4,3,4.2,32,5000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,Unisoc SC9863A (28nm),"Octa core, up to 1.6 GHz",IMG8322,1,1
2,2021,32,4,8,4,5.2,128,4300,1080,5,65,0,1,2,1,1,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 778G 5G (6 nm),"Octa core, up to 2.84 GHz",Adreno 642L,1,1
1,2021,16,2,6,3,5,128,5000,1080,5,30,0,1,2,1,1,IPS LCD Touchscreen,0,Mediatek Helio G95 (12 nm),"Octa core, up to 2.05 GHz",Mali-G76 MC4,1,1
1,2021,16,2,8,4,5.1,128,5000,1080,5,18,0,1,2,1,1,IPS LCD Touchscreen,0,MediaTek Dimensity 700 5G (7 nm),"Octa core, up to 2.2 GHz",Mali-G57 MC2,1,1
1,2021,8,2,4,3,5,64,6000,1080,4,18,0,1,2,1,0,IPS LCD Touchscreen,1,Mediatek Helio G85 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 MC2,1,1
0,2021,5,2,2,3,5.1,32,5000,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio G35 (12 nm),"Octa core, up to 2.3 GHz",PowerVR GE8320,0,1
1,2021,16,2,8,3,5.1,128,5000,1080,5,30,0,1,2,1,0,Super AMOLED Touchscreen,1,Mediatek Helio G95 (12 nm),"Octa core, up to 2.05 GHz",Mali-G76 MC4,1,1
1,2021,8,2,4,3,5,64,6000,1080,4,18,0,1,2,1,0,IPS LCD Touchscreen,1,Mediatek Helio G70 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 2EEMC2,1,1
2,2021,16,4,8,3,5,128,4500,1080,5,50,0,1,2,1,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.3 GHz",Adreno 618,1,1
1,2021,5,2,4,3,5,32,5000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio G35 (12 nm),"Octa core, up to 2.3 GHz",PowerVR GE8320,1,1
1,2021,8,2,4,3,5,32,6000,1080,4,18,0,1,2,1,0,IPS LCD Touchscreen,0,Mediatek Helio G85 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 MC2,1,1
1,2020,8,2,4,3,5,64,6000,1080,4,18,0,1,2,1,0,IPS LCD Touchscreen,1,Mediatek Helio G85 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 MC2,1,1
2,2020,32,2,8,3,5.1,128,4500,1080,5,65,0,1,2,1,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.3 GHz",Adreno 618,1,1
1,2020,16,2,8,3,5,128,5000,1080,5,18,0,1,2,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 662 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1,2020,8,2,6,3,5,128,5000,1080,4,18,0,1,2,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 460 (11 nm),"Octa core, up to 1.8 GHz",Adreno 610,1,1
1,2020,5,3,3,3,4.2,32,6000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek Helio G35 (12 nm),"Octa core, up to 2.3 GHz",PowerVR GE8320,1,1
1,2020,8,2,4,3,4.2,32,6000,1080,4,18,0,1,2,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 460 (11 nm),"Octa core, up to 1.8 GHz",Adreno 610,1,1
1,2020,16,2,8,3,5,64,4300,1080,5,30,0,1,2,1,0,IPS LCD Touchscreen,1,Mediatek Helio G90T (12 nm),"Octa core, up to 2.05 GHz",Mali-G76 MC4,1,1
1,2020,16,2,4,3,5,64,5000,1080,5,18,0,1,2,1,0,IPS LCD Touchscreen,1,Mediatek Helio G80 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 MC2,1,1
1,2020,5,2,4,3,4.2,32,5000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek Helio G70 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52,1,1
1,2020,8,2,4,3,5,32,5000,1080,5,10,0,1,2,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
0,2020,5,2,2,3,5,32,5000,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek Helio G35 (12 nm),"Octa core, 2.3 GHz",PowerVR GE8320,1,1
0,2019,5,2,3,3,4.2,16,4000,0,3,10,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek Helio P22 (12 nm),"Octa core, 2.0 GHz",PowerVR GE8320,0,1
2,2022,50,2,8,3,5.2,128,4200,2160,5,44,0,1,2,1,0,AMOLED Touchscreen,1,MediaTek Dimensity 920 5G (6 nm),"Octa core, up to 2.5 GHz",Mali-G68 MC4,1,1
1,2021,8,2,3,3,5,32,5000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12nm),"Octa core, up to 2.3 GHz",PowerVR GE8320,1,1
4,2021,32,2,12,4,5.2,256,4450,2160,6,44,0,1,2,1,0,AMOLED Touchscreen,1,MediaTek Dimensity 1200 5G (6 nm),"Octa core, up to 3.0 GHz",Mali-G77 MC9,1,1
1,2021,8,2,4,3,5,64,5000,1080,5,18,0,1,2,1,0,IPS LCD Touchscreen,0,MediaTek Helio P35 (12nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,1,1
1,2021,16,2,8,3,5.1,128,5000,1080,5,33,0,1,2,1,0,IPS LCD Touchscreen,0,MediaTek Helio G80 (12nm),Octa core 2.0 GHz,Mali-G52 MP2,1,1
1,2021,8,2,3,3,5,32,5000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 439 (12nm),"Octa core, up to 2.0 GHz",Adreno 505,1,1
2,2021,44,2,8,3,5.1,128,4000,2160,4,33,0,1,2,1,0,AMOLED Touchscreen,0,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.3 GHz",Adreno 618,1,1
2,2021,44,2,8,3,5.1,128,4000,2160,5,33,0,1,2,1,0,AMOLED Touchscreen,0,MediaTek Dimensity 800U 5G (7 nm),"Octa core, up to 2.4 GHz",Mali-G57 MC3,1,1
4,2021,32,2,12,4,5.1,256,4200,1080,6,33,0,1,2,1,1,AMOLED Touchscreen,1,Qualcomm Snapdragon 870 5G (7 nm),"Octa core, up to 3.2 GHz",Adreno 650,1,1
0,2020,5,2,2,3,5,32,4030,0,3,0,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12 nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,0,1
1,2021,8,2,6,3,5,128,5000,1080,4,18,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio G80 (12nm),"Octa core, up to 2 GHz",Mali-G52 MC2,1,1
1,2021,8,2,4,3,5,64,5000,1080,5,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,1,1
1,2020,16,2,8,3,5,128,5000,1080,5,18,0,1,2,1,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 662 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1,2020,8,2,3,3,5,32,5000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12 nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,1,1
1,2020,32,2,8,3,5,128,4100,1080,5,33,0,1,2,1,1,AMOLED Touchscreen,0,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
2,2020,44,3,8,3,5,128,4000,2160,5,33,0,1,2,1,1,AMOLED Touchscreen,0,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.3 GHz",Adreno 618,1,1
1,2020,8,2,4,3,5,64,5000,1080,4,10,0,1,2,1,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12 nm),"Octa core, up to 2.0 GHz",PowerVR GE8320,1,1
1,2020,16,2,8,3,5,128,5000,1080,4,15,0,1,2,1,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1,2019,8,2,3,3,4,32,5000,1080,5,10,0,1,2,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 439 (12 nm),"Octa core, up to 1.95 GHz",Adreno 505,1,1
1,2020,8,2,4,3,5,64,5000,1080,3,18,0,1,2,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 460 (11 nm),"Octa core, up to 1.8 GHz",Adreno 610,1,1
0,2020,5,3,2,3,5,32,4030,0,4,0,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,0,1
1,2019,32,2,8,3,5,128,4500,1080,5,18,0,1,2,1,0,Super AMOLED Touchscreen,0,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
2,2020,32,2,8,3,5,128,4500,1080,5,33,0,1,2,1,0,Super AMOLED Touchscreen,0,Qualcomm Snapdragon 712 (10 nm),"Octa core, up to 2.3 GHz",Adreno 616,1,1
1,2019,16,2,6,3,5,128,5000,1080,4,18,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P65 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
1,2019,8,2,3,3,5,64,5000,1080,5,0,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek Helio P22 (12 nm),"Octa core, up to 2.0 GHz",PowerVR GE8320,1,1
2,2019,32,3,8,3,5,128,4100,1080,5,18,0,1,2,1,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 675 (11 nm),"Octa core, up to 2.0 GHz",Adreno 612,1,1
1,2019,32,3,6,3,5,128,4500,1080,5,18,0,1,2,0,0,Super AMOLED Touchscreen,0,Mediatek Helio P65 (12 nm),"Octa core, up to 2.0 GHz",Mali-G52 MC2,1,1
1,2019,16,2,4,3,5,64,5000,1080,5,0,0,1,2,0,0,LCD Touchscreen,0,MediaTek Helio P22 (12 nm),"Octa core, up to 2.0 GHz",PowerVR GE8320,1,1
1,2019,32,2,4,3,5,128,5000,1080,5,18,0,1,2,0,0,LCD Touchscreen,0,MediaTek Helio P32 (12 nm),"Octa core, up to 2.3 GHz",PowerVR GE8320,1,1
2,2019,32,1,6,3,5,128,3700,1080,5,18,0,1,2,0,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 675 (11 nm),"Octa core, 2.0 GHz",Adreno 612,1,1
2,2019,32,2,6,3,4.2,64,4000,1080,5,18,0,1,2,0,0,In-Cell IPS LCD Touchscreen,1,MediaTek Helio P70 (12 nm),"Octa core, up to 2.1 GHz",Mali G71 MP3,1,1
0,2019,5,2,2,3,5,32,4030,0,4,0,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek Helio A22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,0,1
1,2019,8,2,3,3,4.2,32,4030,0,4,0,0,1,2,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 439 (12 nm),"Octa-core, 1.95 GHz",Adreno 505,1,1
1,2018,8,2,2,3,4.2,32,4030,0,4,0,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
0,2018,5,2,2,3,5,16,3260,0,3,0,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8320,0,1
1,2018,25,2,6,3,4.2,64,3315,1080,4,18,0,1,2,0,0,LTPS IPS LCD Touchscreen,0,Mediatek Helio P60 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G72 MP3,1,1
1,2018,20,3,4,3,4.2,32,4030,1080,4,0,0,1,2,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 439 (12 nm),"Octa-core, up to 1.95 GHz",Adreno 505,1,1
1,2018,8,2,3,3,4.2,64,4030,0,4,0,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
1,2019,5,3,2,3,5,32,4030,0,4,0,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,0,1
2,2018,25,4,6,3,5,64,3400,1080,4,18,0,1,2,0,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 660 (14 nm),"Octa-core, up to 2.2 GHz",Adreno 512,1,1
1,2018,8,2,4,3,4.2,64,3260,1080,5,0,0,1,2,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 450 (14 nm),"Octa-core, up to 1.8 GHz",Adreno 506,1,1
1,2018,5,2,3,3,5,32,3260,1080,3,0,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,0,1
0,2018,5,2,2,3,4.2,16,3360,0,3,0,0,1,2,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 425 (28 nm),"Quad-core, 1.4 GHz",Adreno 308,0,1
0,2017,5,2,2,3,4.2,16,2500,0,3,0,0,1,2,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 425 (28 nm),"Quad-core, 1.4 GHz",Adreno 308,0,0
1,2021,16,2,8,3,5,128,5000,1080,5,33,0,1,2,1,0,AMOLED Touchscreen,0,Qualcomm Snapdragon 662 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
2,2021,44,2,8,3,5.1,128,4310,1080,5,50,0,1,2,1,0,AMOLED Touchscreen,1,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.3 GHz",Adreno 618,1,1
1,2021,16,2,6,3,5,128,5000,1080,5,18,0,1,2,1,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,1,1
1,2021,8,3,4,3,5,32,5000,1080,4,10,0,1,2,1,0,IPS LCD Touchscreen,0,Mediatek Helio G35 (12nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,1,1
1,2021,16,2,6,3,5,128,5000,1080,5,33,0,1,2,1,0,AMOLED Touchscreen,0,Qualcomm Snapdragon 662 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1,2021,16,2,8,3,5,128,4310,1080,5,30,0,1,2,1,0,Super AMOLED Touchscreen,0,Mediatek Helio P95 (12 nm),"Octa core, up to 2.2 GHz",PowerVR GM9446,1,1
1,2020,8,2,4,3,5,64,4230,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,1,1
2,2020,44,2,8,3,5,128,4310,1080,5,50,0,1,2,1,0,AMOLED Touchscreen,1,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.3 GHz",Adreno 618,1,1
1,2020,16,3,6,3,5,128,5000,1080,5,18,0,1,2,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 460 (11 nm),"Octa core, up to 1.8 GHz",Adreno 610,1,1
1,2020,5,2,3,3,5,32,4230,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,1,1
1,2020,8,2,3,3,5,32,5000,1080,4,18,0,1,2,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 460 (11 nm),"Octa core, up to 1.8 GHz",Adreno 610,1,1
1,2020,16,3,8,3,5.1,128,4015,1080,5,30,0,1,2,1,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 662 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
2,2020,16,3,8,3,5,128,4000,1080,5,30,0,1,2,1,0,Super AMOLED Touchscreen,1,Mediatek Helio P95 (12 nm),"Octa core, up to 2.2 GHz",PowerVR GM9446,1,1
1,2020,16,2,4,3,5,128,5000,1080,5,18,0,1,2,1,0,LTPS IPS LCD Touchscreen,0,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1,2020,16,4,8,3,5,128,5000,1080,5,18,0,1,2,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
0,2020,5,2,4,3,4.2,32,4230,0,4,0,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek Helio P35 (12 nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,1,1
1,2020,8,3,6,3,5,64,4230,1080,5,10,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek Helio P35 (12nm),"Octa core, up to 2.0 GHz",PowerVR GE8320,1,1
0,2019,5,2,2,3,4.2,32,4000,720,3,10,0,1,2,0,0,In-Cell IPS Touchscreen,1,MediaTek Helio P22 (12 nm),"Octa core, 2.0 GHz",PowerVR GE8320,0,1
2,2020,32,2,8,3,5,128,4015,1080,5,30,0,1,2,1,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.3 GHz",Adreno 618,1,1
2,2020,44,3,8,3,5,128,4025,1080,5,30,0,1,2,1,0,Super AMOLED Touchscreen,1,Mediatek Helio P95 (12 nm),"Octa core, up to 2.2 GHz",PowerVR GM9446,1,1
1,2019,8,2,4,3,5,64,5000,1080,5,10,0,1,2,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1,2019,16,3,8,3,5,128,5000,1080,5,10,0,1,2,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
4,2019,16,2,8,3,5,256,4065,1080,5,20,0,1,2,1,0,AMOLED Touchscreen,1,Qualcomm Snapdragon 855 (7 nm),"Octa core, up to 2.84 GHz",Adreno 640,1,1
3,2019,16,2,8,3,5,128,3765,1080,5,20,0,1,2,1,0,AMOLED Touchscreen,1,Qualcomm Snapdragon 710 (10 nm),"Octa core, up to 2.2 GHz",Adreno 616,1,1
1,2019,8,5,3,3,4.2,32,4230,0,3,10,0,1,2,0,0,S-IPS LCD Touchscreen,1,Mediatek Helio P35 (12 nm),"Octa-core, up to 2.3 GHz",PowerVR GE8320,1,1
2,2019,32,2,6,3,5,64,4000,1080,5,20,0,1,2,0,0,LTPS IPS LCD Touchscreen,0,Mediatek Helio P70 (12 nm),"Octa core, up to 2.1 GHz",Mali-G72 MP3,1,1
2,2020,16,2,8,3,4.2,128,4025,1080,5,20,0,1,2,1,0,AMOLED Touchscreen,1,Mediatek Helio P70 (12 nm),"Octa core, up to 2.1 GHz",Mali-G72 MP3,1,1
4,2018,25,2,8,3,5,128,3700,1080,5,50,0,1,3.1,1,1,AMOLED Touchscreen,1,Qualcomm Snapdragon 710 (10 nm),"Octa core, up to 2.2 GHz",Adreno 616,1,1
1,2018,16,3,4,3,4.2,32,4230,1080,4,0,0,1,2,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 450 (14 nm),"Octa core, 1.8 GHz",Adreno 505,1,1
1,2019,16,3,4,3,4.2,64,4020,1080,4,20,0,1,2,0,0,LTPS IPS LCD Touchscreen,0,Mediatek Helio P70 (12 nm),"Octa core, up to 2.1 GHz",Mali-G72 MP3,1,1
1,2018,8,2,4,3,4.2,32,4230,1080,4,0,0,1,2,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 450 (14 nm),"Octa core, 1.8 GHz",Adreno 505,1,1
2,2018,25,3,6,3,4.2,64,3500,1080,5,20,0,1,2,0,0,LTPS IPS LCD Touchscreen,1,MediaTek Helio P60 (12 nm),"Octa core, up to 2.0 GHz",Mali-G72 MP3,1,1
1,2018,8,2,3,3,4.2,16,4230,1080,4,0,0,1,2,0,0,In-Cell IPS Touchscreen,0,Qualcomm Snapdragon 450 (14 nm),"Octa core, 1.8 GHz",Adreno 506,0,1
1,2018,25,3,6,3,4.2,64,3400,1080,5,0,0,1,2,0,0,LTPS IPS LCD Touchscreen,1,MediaTek Helio P60 (12 nm),"Octa core, up to 2.0 GHz",Mali-G72 MP3,1,1
1,2018,5,3,3,3,4.2,16,3000,0,3,0,0,1,2,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 450 (14 nm),"Octa core, 1.8 GHz",Adreno 506,0,1
1,2018,8,4,4,3,4.2,16,3180,1080,3,0,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek Helio P23 (16 nm),"Octa core, 2.5 GHz",Mali-G71 MP2,0,1
4,2021,12,4,6,4,5,128,4352,2160,6,27,68,1,2,0,1,Super Retina XDR OLED Touchscreen,1,Apple A15 Bionic (5 nm),"Hexa-core, up to 3.22 GHz",Apple GPU (5-core graphics),0,1
