PriceRange,ReleaseYear,Camera,AvailableColors,Ram_GB,NetworkSupport,BluetoothVersion,Rom_GB,BatteryCapacity,VideoRes,NumOfSensors,FastCharging,WR_version,OTG,USB_Version,TypeC,NFC,Display,Protection,Chipset,Processor,GPU,Fingerprint,FaceLock
1,2019,13,2,4,3,4.2,32,3900,1080,6,10,0,1,2,1,0,IPS INCELL Touchscreen,0,MediaTek,"Octa core, 2.0 GHz",Mali G71 MP2,1,1
0,2019,8,3,2,3,4,16,2500,720,1,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz",PowerVR Rogue GE8322,0,1
0,2019,8,3,3,3,4.2,16,3520,720,3,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz",PowerVR Rogue GE8322,1,1
0,2019,8,2,3,3,4.2,32,4000,720,5,10,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz",PowerVR GE8320,1,1
0,2019,8,3,2,3,4,16,3200,720,3,0,0,1,2,0,0,IPS Touchscreen,0,Mediatek MT6739WA,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
1,2019,16,2,4,3,4.2,32,3900,1080,6,10,0,1,2,0,0,IPS Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa core, 2.0 GHz",PowerVR GE8320,1,1
0,2019,8,3,3,3,4,16,3200,720,4,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
0,2020,5,3,2,3,4.1,16,3000,720,2,0,0,1,2,0,0,IPS Touchscreen,0,,Octa core,,0,1
0,2020,5,2,1,3,4,16,2500,720,1,0,0,1,2,0,0,Touchscreen,0,,Octa core,,1,1
0,2019,8,3,3,3,4,32,4000,720,4,10,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa core, 1.6 GHz",PowerVR GE8322,1,1
0,2019,2,4,512,2,4.2,8,2000,0,1,0,0,0,2,0,0,Touchscreen,0,Mediatek MT6580M,"Quad-core, 1.3 GHz",Mali 400,0,0
0,2019,5,3,1,3,4.2,16,2500,720,3,0,0,0,2,0,0,Touchscreen,0,Mediatek MT6739,"Quad-core, 1.3 GHz",PowerVR Rough GE8100,0,0
0,2019,5,3,1,2,4.2,8,2400,0,3,0,0,0,2,0,0,Touchscreen,0,Mediatek MT6580,"Quad-core, 1.3 GHz",Mali 400,0,0
0,2018,5,2,1,3,4.2,8,2050,0,2,0,0,1,2,0,0,IPS Touchscreen,0,Spreadtrum SC9850,"Quad-core, 1.40 GHz",Mali T-820,0,0
0,2019,8,3,1,3,4,8,3200,720,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.28 GHz",PowerVR GE8100,1,0
0,2019,5,4,2,4,4,16,2250,0,1,0,0,0,2,0,0,IPS Touchscreen,0,Spreadtrum SC7731E,"Quad-core, 1.3 GHz",Mali-T820,0,1
0,2019,8,3,3,3,4,16,3200,720,4,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.28 GHz",PowerVR GE8100,1,1
1,2019,8,2,3,3,4,16,3000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.3 GHz",PowerVR GE8100,1,1
1,2018,16,1,6,3,4.2,64,3450,1080,6,10,0,1,2,1,0,IPS Touchscreen,0,Mediatek Helio P23 (16 nm),"Octa core, 2.0 GHz",Mali-G71,1,1
0,2018,5,2,3,3,4,16,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,Mediatek MT6737,"Quad-core, 1.3 GHz",Mali T720,1,1
0,2018,5,2,2,3,4,16,3000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,Mediatek MT6739,"Quad-core, 1.3 GHz",PowerVR GE8100,1,1
1,2018,8,2,3,3,4,32,3500,720,4,0,0,1,2,1,0,IPS Touchscreen,0,Mediatek MT6739,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
0,2018,8,2,2,3,4,16,3000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.3 GHz",PowerVR GE8100,1,1
0,2018,5,3,1,3,4,8,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,Mediatek MT6739,"Quad-core, 1.3 GHz",PowerVR GE8100,1,0
0,2018,5,2,1,3,4,8,2700,0,2,0,0,1,2,0,0,IPS Touchscreen,0,Mediatek MT6737H,"Quad-core, 1.25 GHz",Mali-T720,0,0
0,2022,5,2,2,3,4,32,5000,0,3,18,0,1,2,0,0,IPS Touchscreen,0,Unspecified,"Octa-core, 1.6 GHz",Unspecified,1,1
0,2021,5,2,2,3,4.2,32,5000,720,3,0,0,1,2,0,0,IPS LCD Touchscreen,0,UNiSOC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0,2021,5,2,2,3,4,32,5000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR IMG8322,1,1
0,2021,2,3,2,3,4.2,32,3000,0,2,0,0,1,2,0,0,IPS Touchscreen,0,UniSoC SC9832E (28 nm),"Quad-core, 1.4 GHz",PowerVR,0,1
0,2021,5,2,1,3,4.2,16,3020,0,3,0,0,1,2,0,0,IPS Touchscreen,0,UniSoC SC7731E (28 nm),"Quad-core, 1.3 GHz",,1,1
0,2020,8,2,3,3,4.2,32,4000,1080,3,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc,"Octa-core, 1.6 GHz",PowerVR IMG8322,1,1
0,2020,8,2,3,3,4.2,32,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9832E (28 nm),"Quad-core, 1.4 GHz",Mali T820 MP1,1,1
0,2020,5,3,2,3,4.2,32,3000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,UniSoC SC9832E (28 nm),"Quad-core, 1.4 GHz",PowerVR,1,1
0,2020,8,2,3,3,4.2,32,5000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,UniSoC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0,2020,5,2,2,3,4.2,32,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,UniSoC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0,2019,2,2,1,3,4.2,16,3020,0,1,0,0,0,2,0,0,Touchscreen,0,Spreadtrum SC9832E,"Quad-core, 1.4 GHz",,0,1
0,2019,16,1,2,3,4,32,3000,0,4,0,0,1,2,0,0,IPS LCD Touchscreen,0,UniSoC SC9863A,"Octa-core, up to 1.6 GHz",PowerVR GE8322,1,1
0,2019,5,2,2,3,4.2,16,3000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,UNISOC SC9863A,"Octa-core, up to 1.6 GHz",PowerVR GE8322,1,1
0,2019,5,4,1,2,4.2,16,4000,0,2,0,0,1,2,0,0,IPS LCD Touchscreen,0,Spreadtrum SC7731E,"Quad-core, 1.3 GHz",Mali-T820 MP2,1,1
0,2019,5,3,2,3,4.2,16,2350,0,3,0,0,1,2,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa-core, up to 1.6 GHz",PowerVR GE8322,1,1
0,2019,5,2,1,2,4.2,16,2400,0,2,0,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek MT6580,"Quad-core, 1.3 GHz",Mali-400 MP2,1,1
0,2019,2,3,1,2,4.2,16,2150,0,3,0,0,0,2,0,0,IPS LCD Touchscreen,0,MediaTek MT6580,"Quad-core, 1.3 GHz",Mali-400 MP2,1,1
0,2017,8,2,3,3,4,16,2700,0,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6737,"Quad-Core, 1.25 GHz",Mali-T720 MP1,1,0
0,2018,13,1,2,2,4,16,2400,0,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6580,"Quad-Core, 1.3 GHz",Mali-400,1,1
0,2018,5,3,2,3,4,16,2400,0,4,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6737M,"Quad-Core, 1.1 GHz",Mali-400,1,0
0,2018,5,3,1,2,4,8,4000,0,3,0,0,1,2,0,0,IPS Touchscreen,0,MediaTek MT6580,"Quad-Core, 1.3 GHz",Mali-400,1,0
1,2022,5,4,3,3,5,64,5000,720,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Unisoc SC9863A (28nm),"Octa-core, up to 1.6 GHz",PowerVR GE8322,1,1
1,2022,8,4,4,3,5,64,6000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio G35 (12 nm),"Octa-core, up to 2.3 GHz",PowerVR GE8320,1,1
1,2022,16,3,8,3,5,128,5000,1080,5,33,0,1,2,1,0,IPS LCD Touchscreen,0,Mediatek Helio G96 (12 nm),"Octa-core, up to 2.05 GHz",Mali-G57 MC2,1,1
0,2022,8,2,2,3,4,32,6000,1080,2,10,0,1,2,0,0,IPS LCD Touchscreen,0,Unspecified,"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
1,2022,8,3,6,3,5,128,5000,1440,5,18,0,1,2,1,0,IPS Touchscreen,1,Mediatek Helio G88 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
1,2022,16,3,6,3,5,128,5000,1080,4,18,0,1,2,1,0,IPS LCD Touchscreen,0,Mediatek Helio G85 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
1,2022,8,4,4,3,5,128,6000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio G85 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
0,2022,8,4,4,3,5,64,6000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio G35 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
0,2022,5,3,2,3,5,32,5000,1080,3,0,0,1,2,0,0,TFT Touchscreen,0,MediaTek Helio A20 (12 nm),"Quad-core, 1.8 GHz",PowerVR GE8320,1,1
1,2022,8,3,6,3,5,128,5200,1080,4,18,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek Helio G80 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
0,2022,8,3,3,3,4.2,64,5000,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek Helio A20 (12 nm),"Quad-core, 1.8 GHz",PowerVR GE8320,1,1
1,2022,8,4,6,3,5,64,5200,1080,5,10,0,1,2,0,0,TFT Touchscreen,0,Mediatek Helio G70 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 2EEMC2,1,1
1,2022,16,3,6,3,5,64,5000,1080,4,18,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek Helio G70 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 2EEMC2,1,1
0,2022,8,4,4,3,5,32,6000,1080,5,10,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek Helio A25 (12 nm),"Octa-core, up to 1.8 GHz",PowerVR GE8320,1,1
0,2022,5,3,2,3,5,32,4000,1080,5,0,0,0,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8320,1,1
1,2022,32,3,4,3,5,64,4000,1080,5,10,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
1,2022,8,4,4,3,5,64,5000,0,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek MT6762 Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
0,2019,8,1,3,3,5,32,3500,0,5,0,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek Helio A22,"Quad-core, 2.0 GHz",PowerVR GE8320,1,1
1,2022,32,1,3,3,5,32,4000,0,5,10,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek Helio P22 (12 nm),"Octa-core, 2.0 GHz",PowerVR GE8320,1,1
1,2022,16,3,4,3,4.2,32,4000,0,5,10,0,1,2,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 430 (28 nm),"Octa-core, 1.4 GHz",Adreno 505,1,1
0,2022,8,3,2,3,4.2,16,3050,0,5,0,0,1,2,0,0,IPS LCD Touchscreen,0,MediaTek MT6739,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
1,2022,16,2,4,3,4.2,32,4500,1080,5,10,0,1,2,0,0,LTPS IPS LCD Touchscreen,0,MediaTek Helio P23 (16 nm),"Octa-core, 2.0 GHz",Mali G71 MP2,1,1
0,2022,5,4,3,3,4.1,32,4000,0,4,0,0,1,2,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 425 (28 nm),"Quad-core, 1.4 GHz",Adreno 308,1,1
1,2022,20,2,3,3,4.2,32,4000,0,4,0,0,1,2,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 430 (28 nm),"Octa-core, 1.4 GHz",Adreno 505,1,1
3,2021,32,3,8,4,5.2,128,4500,1080,5,65,0,1,2,1,1,Fluid AMOLED Touchscreen,1,MediaTek Dimensity 1200 5G (6 nm),"Octa core, up to 3.0 GHz",Mali G77 MC9,1,1
2,2021,16,3,8,4,5.1,128,4500,1080,5,30,0,1,2,1,1,Fluid AMOLED Touchscreen,0,Qualcomm Snapdragon 750G 5G (8 nm),"Octa core, up to 2.2 GHz",Adreno 619,1,1
1,2020,8,1,4,3,5,64,5000,1080,5,18,0,1,2,1,1,IPS LCD Touchscreen,1,Qualcomm Snapdragon 460 (11 nm),"Octa core, up to 1.8 GHz",Adreno 610,1,1
2,2020,16,1,6,4,5.1,128,4300,1080,5,30,0,1,2,1,1,IPS LCD Touchscreen,1,Qualcomm Snapdragon 690 5G (8 nm),"Octa core, up to 2.0 GHz",Adreno 619L,1,1
3,2020,32,2,12,4,5.1,64,4115,2160,5,30,0,1,2,1,1,Fluid AMOLED Touchscreen,1,Qualcomm Snapdragon 765G (7 nm),"Octa core, up to 2.4 GHz",Adreno 620,1,1
4,2020,16,3,12,4,5.1,128,4510,1080,5,30,68,1,3.1,1,0,Fluid AMOLED Touchscreen,1,Qualcomm Snapdragon 865 (7nm+),"Octa core, up to 2.84 GHz",Adreno 650,1,1
3,2020,16,4,8,4,5.1,128,4300,1080,5,30,0,1,3.1,1,0,Fluid AMOLED Touchscreen,1,Qualcomm Snapdragon 865 (7nm+),"Octa core, up to 2.84 GHz",Adreno 650,1,1
4,2019,16,2,8,3,5,128,4085,1080,5,30,0,1,3.1,1,0,Fluid AMOLED Touchscreen,1,Qualcomm Snapdragon 855+ (7 nm),"Octa core, up to 2.96 GHz",Adreno 640,1,1
3,2019,16,2,8,3,5,128,3800,1080,5,30,0,1,3.1,1,0,Fluid AMOLED Touchscreen,1,Qualcomm SDM855 Snapdragon 855+ (7 nm),"Octa core, up to 2.96 GHz",Adreno 640,1,1
3,2019,16,2,12,3,5,128,3700,1080,6,20,0,1,3.1,1,0,Optic AMOLED Touchscreen,1,Qualcomm Snapdragon 855 (7 nm),"Octa core, up to 2.84 GHz",Adreno 640,1,1
4,2019,16,3,12,3,5,128,4000,1080,7,30,0,1,3.1,1,0,Fluid AMOLED Touchscreen,1,Qualcomm Snapdragon 855 (7 nm),"Octa core, up to 2.84 GHz",Adreno 640,1,1
2,2018,16,3,8,3,5,128,3700,1080,7,20,0,1,3.1,1,0,Optic AMOLED Touchscreen,1,Qualcomm Snapdragon 845 (10 nm),"Octa core, up to 2.8 GHz",Adreno 630,1,1
3,2018,16,4,8,3,5,64,3300,1080,6,20,0,1,3.1,1,1,Optic AMOLED Touchscreen,1,Qualcomm Snapdragon 845 (10 nm),"Octa core, up to 2.84 GHz",Adreno 630,1,1
2,2017,16,3,8,3,5,64,3300,1080,6,20,0,1,3.1,1,1,Optic AMOLED Touchscreen,1,Qualcomm Snapdragon 835 (10 nm),"Octa core, up to 2.45 GHz",Adreno 540,1,1
2,2021,32,2,6,3,5,128,6000,2160,4,20,0,1,2,1,1,IPS LCD Touchscreen,0,Qualcomm Snapdragon 732G (8 nm),"Octa-core, up to 2.3 GHz",Adreno 618,1,1
1,2021,16,2,6,3,5,64,6000,2160,4,20,0,1,2,1,1,IPS LCD Touchscreen,0,Qualcomm Snapdragon 732G (8 nm),"Octa-core, up to 2.3 GHz",Adreno 618,1,1
1,2021,8,2,4,3,5,64,6000,1080,4,20,0,1,2,1,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 460 (11 nm),"Octa core, up to 1.8 GHz",Adreno 610,1,1
1,2021,13,2,6,3,5,128,5000,1080,4,20,0,1,2,1,1,IPS LCD Touchscreen,0,Qualcomm Snapdragon 662 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1,2020,8,2,4,3,5,64,5000,1080,3,10,0,1,2,1,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 460 (11 nm),"Octa core, up to 1.8 GHz",Adreno 610,1,1
2,2020,16,2,6,3,5,128,5000,1080,4,30,0,1,2,1,1,LTPS IPS LCD Touchscreen,0,Qualcomm Snapdragon 730G (8 nm),"Octa core, up to 2.2 GHz",Adreno 618,1,1
1,2020,8,3,4,3,5,64,5000,1080,4,20,0,1,2,1,1,IPS LCD Touchscreen,0,Qualcomm Snapdragon 662 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1,2020,8,2,4,3,4.2,64,5000,1080,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P35 (12nm),"Octa core, up to 2.3 GHz",PowerVR GE8320,1,1
1,2019,8,3,4,3,4.2,32,3000,1080,3,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa core, 2.0 GHz",PowerVR GE8320,1,1
1,2019,12,3,4,3,5,128,3500,1080,5,10,0,1,2,1,0,LTPS IPS LCD Touchscreen,0,Exynos 9609,"Octa core, up to 2.2 GHz",Mali-G72 MP3,1,1
1,2019,8,2,4,3,4.2,64,5000,1080,6,15,0,1,2,1,0,LTPS IPS LCD Touchscreen,1,Qualcomm Snapdragon 632 (14 nm),"Octa core, 1.8 GHz",Adreno 506,1,1
1,2018,8,2,4,3,5,64,3000,1080,5,15,0,1,2,1,1,LTPS IPS LCD Touchscreen,1,Qualcomm Snapdragon 625 (14 nm),"Octa core, 2.0 GHz",Adreno 506,1,1
1,2018,8,4,3,3,4.2,32,5000,0,3,10,0,1,2,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 425 (28 nm),"Quad-core, 1.4 GHz",Adreno 308,1,1
0,2017,5,3,3,3,4.2,16,5000,0,3,15,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek MT6737 (28 nm),"Quad-core, 1.3 GHz",Mali-T720,1,1
1,2021,8,2,4,3,5,64,5050,1080,4,10,0,1,2,1,0,IPS LCD Touchscreen,0,MediaTek Helio G35 (12 nm),"Octa-core, up to 2.3 GHz",PowerVR GE8320,1,1
1,2021,8,2,4,3,5,32,5050,1080,3,10,0,1,2,1,0,IPS LCD Touchscreen,0,MediaTek Helio G25 (12nm),"Octa-core, up to 2.0 GHz",PowerVR GE8320,1,1
0,2021,240,3,8,1,5,16,1150,0,1,0,0,0,2,0,0,TFT,1,Unisoc 6531F,,,0,0
1,2020,8,3,4,3,4.2,64,4000,1080,4,10,0,1,2,1,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 460 (11 nm),"Octa-core, up to 1.8 GHz",Adreno 610,1,1
0,2020,240,2,8,1,3.9,16,1200,0,1,0,0,0,1.1,0,0,TFT,1,Mediatek MT6260A,,,0,0
1,2019,5,3,2,3,5,32,4000,1080,2,0,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8320,0,1
2,2019,20,3,6,3,5,64,3500,1080,4,10,0,1,2,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 660 (14 nm),"Octa-core, up to 2.2 GHz",Adreno 509,1,1
1,2019,8,2,4,3,5,32,3500,1080,4,10,0,1,2,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 636 (14 nm),"Octa-core, 1.8 GHz",Adreno 509,1,1
1,2019,240,2,512,3,4.1,4,2100,0,1,0,68,0,2,0,0,TFT,1,Qualcomm Snapdragon 205 (28 nm),,Adreno 304,0,0
0,2019,240,2,512,3,4.2,4,1500,0,1,0,0,0,2,0,0,TFT,1,Qualcomm Snapdragon 205 (28 nm),,Adreno 304,0,0
0,2019,240,2,16,3,4.2,24,1200,320,1,0,0,0,2,0,0,TFT,1,,,,0,0
0,2019,120,3,4,1,4,4,2000,0,1,0,0,0,2,0,0,TFT,1,,,,0,0
0,2019,120,3,4,1,4,4,2000,0,1,0,0,0,1.1,0,0,TFT,1,,,,0,0
0,2019,5,2,3,3,4.2,16,3000,1080,2,0,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio A22 (12 nm),"Quad-core, 2.0 GHz",PowerVR GE8320,0,1
1,2019,5,2,3,3,4.2,32,4000,0,4,10,0,1,2,0,0,IPS LCD Touchscreen,0,Qualcomm Snapdragon 429,"Quad-core, up to 1.8 GHz",Adreno 504,1,1
0,2017,240,4,16,1,3,16,1200,0,1,0,0,0,2,0,0,TFT,1,,,,0,0
0,2019,5,3,1,3,4.2,8,2500,0,3,0,0,0,2,0,0,IPS Touchscreen,0,Mediatek MT6739WW (28 nm),"Quad-core, 1.5 GHz",PowerVR GE8100,0,0
2,2018,20,6,6,3,5,64,3500,1080,5,18,0,1,2,1,1,IPS LCD Touchscreen,1,Qualcomm Snapdragon 710 (10 nm),"Octa-core, up to 2.2 GHz",Adreno 616,1,1
2,2018,16,2,6,3,5,64,3800,1080,5,18,0,1,2,1,1,IPS LCD Touchscreen,1,Qualcomm Snapdragon 660 (14 nm),"Octa-core, up to 2.2 GHz",Adreno 512,1,1
0,2018,240,2,512,3,4.1,4,1500,0,1,0,52,0,2,0,0,TFT,1,Qualcomm Snapdragon 205 (28 nm),,Adreno 304,0,0
2,2018,16,3,6,3,5,32,3060,1080,5,18,0,1,2,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 636 (14 nm),"Octa-core, 1.8 GHz",Adreno 509,1,1
1,2018,8,3,4,3,5,32,3000,1080,5,18,0,1,2,1,1,IPS LCD Touchscreen,1,Qualcomm Snapdragon 630 (14 nm),"Octa-core, 2.2 GHz",Adreno 508,1,1
1,2017,8,5,4,3,4.1,32,3000,1080,5,10,0,1,2,0,1,IPS LCD Touchscreen,1,Qualcomm Snapdragon 430 (28 nm),"Octa-core, 1.4 GHz",Adreno 505,1,1
0,2017,8,4,3,3,4.1,16,3000,1080,5,0,0,1,2,0,1,IPS LCD Touchscreen,1,Qualcomm Snapdragon 430 (28 nm),"Octa-core, 1.4 GHz",Adreno 505,1,1
0,2016,240,3,16,1,3,16,1020,320,1,0,0,0,2,0,0,TFT,1,,,,0,0
1,2018,8,3,6,3,4.2,32,3060,1080,5,0,0,1,2,1,0,IPS LCD Touchscreen,0,Mediatek Helio P60 (12 nm),"Octa-core, 1.8 GHz",Mali-G72 MP3,1,1
1,2018,8,3,3,3,4.1,16,3500,720,5,10,0,1,2,0,0,IPS LCD Touchscreen,0,Mediatek Helio P22 (12 nm),"Octa-core, up to 1.95 GHz",PowerVR GE8320,1,1
0,2018,5,3,1,3,4.2,8,4000,1080,2,10,0,1,2,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 425 (28 nm),"Quad-core, 1.4 GHz",Adreno 308,0,1
1,2018,8,3,3,3,4.2,16,2970,1080,5,0,0,1,2,0,1,IPS LCD Touchscreen,1,MediaTek Helio P18,"Octa-core, up to 2.0 GHz",Mali-T860 MP2,1,1
1,2018,8,3,3,3,4.2,16,2990,720,4,0,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek MT6750 (28 nm),"Octa-core, up to 1.5 GHz",Mali-T860 MP2,0,1
2,2017,13,4,6,3,5,64,3090,2160,5,18,54,1,3.1,1,1,IPS LCD Touchscreen,1,Qualcomm Snapdragon 835 (10 nm),"Octa-core, up to 2.5 GHz",Adreno 540,1,1
0,2017,8,4,2,3,4,16,2630,720,4,0,0,1,2,0,0,IPS LCD Touchscreen,1,Mediatek MT6737 (28 nm),"Quad-core, 1.4 GHz",Mali-T720 MP1,0,0
0,2017,5,3,1,3,4.1,8,4100,720,3,0,0,1,2,0,0,LTPS IPS LCD Touchscreen,1,Qualcomm Snapdragon 212 (28 nm),"Quad-core, 1.3 GHz",Adreno 304,0,0
0,2018,2,2,1,3,4.2,8,2150,0,3,0,0,0,2,0,0,IPS LCD Touchscreen,0,Mediatek MT6737M (28 nm),"Quad-core, 1.1 GHz",Mali-T720 MP1,0,0
